,Frame,Target_x,Target_y,H_x,H_y,H_o,F1_x,F1_y,F1_o,F2_x,F2_y,F2_o,F3_x,F3_y,F3_o,T_x,T_y,T_o
1661,1662,820,482,788,535,30,692,539,-7,627,482,-25,554,421,-25,499,359,-28
1662,1663,820,482,788,535,34,693,539,-7,627,482,-27,554,421,-25,499,359,-27
1663,1664,820,482,788,535,35,694,538,-5,628,483,-28,553,420,-24,499,359,-27
1664,1665,820,482,790,534,36,695,538,-5,629,483,-29,553,420,-24,499,359,-26
1665,1666,820,482,791,533,38,696,538,-5,629,483,-30,555,421,-21,498,359,-24
1666,1667,820,482,792,533,41,698,539,-3,629,483,-28,555,421,-23,499,359,-24
1667,1668,820,482,793,532,43,699,538,-2,630,483,-29,556,421,-23,500,359,-23
1668,1669,820,482,793,531,43,700,538,-2,630,483,-29,557,422,-25,499,360,-21
1669,1670,820,482,794,531,45,701,538,-2,630,483,-29,559,422,-26,499,359,-22
1670,1671,820,482,795,530,49,702,538,-1,630,483,-27,560,423,-26,499,359,-22
1671,1672,820,482,796,529,49,704,538,-1,630,484,-24,561,423,-27,499,360,-19
1672,1673,820,482,796,529,49,704,537,-2,630,483,-23,563,424,-28,499,360,-19
1673,1674,820,482,796,527,49,706,538,0,630,483,-23,563,424,-30,499,360,-18
1674,1675,773,194,798,526,48,707,538,0,631,483,-23,565,425,-30,499,359,-16
1675,1676,773,194,798,532,-87,708,537,1,631,484,-19,566,425,-33,499,359,-16
1676,1677,773,194,799,532,-87,709,537,0,632,484,-19,567,426,-32,500,359,-16
1677,1678,773,194,800,525,46,710,537,1,633,485,-21,568,426,-33,499,359,-15
1678,1679,773,194,800,524,45,710,537,0,633,485,-20,568,426,-35,498,359,-15
1679,1680,773,194,802,522,43,712,536,1,635,484,-23,570,427,-35,499,360,-13
1680,1681,773,194,801,522,40,713,536,1,635,486,-21,570,428,-36,499,360,-13
1681,1682,773,194,801,521,34,714,536,1,635,486,-21,570,428,-37,499,360,-14
1682,1683,773,194,801,521,34,714,536,1,638,486,-25,570,428,-36,500,360,-14
1683,1684,773,194,802,520,18,715,536,1,639,486,-26,570,428,-36,501,360,-15
1684,1685,773,194,803,520,15,716,536,1,640,487,-25,571,428,-36,502,360,-16
1685,1686,773,194,804,519,11,717,536,2,641,487,-27,571,428,-35,503,361,-18
1686,1687,773,194,804,519,11,805,519,11,642,487,-28,571,428,-34,504,361,-22
1687,1688,773,194,806,519,11,719,536,3,642,488,-28,571,428,-34,505,361,-24
1688,1689,773,194,807,519,12,719,536,3,644,488,-27,571,428,-34,506,362,-23
1689,1690,773,194,808,519,17,719,535,2,645,490,-25,571,428,-34,507,363,-26
1690,1691,773,194,808,519,17,808,519,19,646,490,-25,572,428,-34,508,363,-28
1691,1692,773,194,809,518,23,720,535,2,647,490,-25,572,429,-33,509,364,-30
1692,1693,773,194,810,518,26,720,535,1,647,490,-25,573,429,-33,509,364,-33
1693,1694,773,194,810,518,26,810,526,-96,649,491,-25,574,430,-33,511,365,-34
1694,1695,773,194,810,518,26,811,525,-93,650,491,-25,575,430,-34,512,365,-36
1695,1696,773,194,812,524,-89,720,535,1,651,491,-23,576,431,-34,513,366,-38
1696,1697,773,194,813,517,48,721,536,0,652,491,-23,577,431,-34,514,367,-36
1697,1698,773,194,815,515,53,720,535,-1,652,491,-23,578,432,-35,514,368,-40
1698,1699,773,194,816,515,61,722,535,-1,652,492,-22,579,433,-36,516,369,-39
1699,1700,773,194,817,514,65,722,535,-1,652,493,-21,580,433,-36,517,370,-37
1700,1701,773,194,816,514,67,723,535,-1,652,493,-21,580,434,-36,517,370,-36
1701,1702,773,194,817,513,65,725,535,-1,652,493,-20,582,435,-36,518,371,-35
1702,1703,773,194,817,512,60,726,535,0,652,493,-20,582,435,-37,519,371,-35
1703,1704,773,194,817,512,60,815,519,-83,652,492,-18,584,435,-36,520,372,-36
1704,1705,773,194,817,511,47,728,535,0,652,493,-17,584,436,-37,520,373,-34
1705,1706,773,194,817,511,47,816,518,-90,653,492,-16,585,437,-36,520,373,-34
1706,1707,773,194,817,511,47,817,517,-91,653,492,-16,586,437,-37,520,373,-34
1707,1708,773,194,818,516,-92,731,534,2,653,493,-13,589,438,-36,520,373,-35
1708,1709,773,194,819,515,-92,732,534,2,654,493,-12,589,438,-36,520,373,-32
1709,1710,773,194,820,513,-91,732,534,-3,656,493,-12,588,438,-35,520,373,-32
1710,1711,773,194,821,506,45,733,533,-8,657,493,-12,588,438,-35,520,373,-31
1711,1712,773,194,823,506,46,733,533,-12,657,494,-10,589,438,-34,521,373,-31
1712,1713,773,194,823,504,39,734,533,-19,658,494,-10,588,438,-36,521,373,-30
1713,1714,773,194,823,504,39,735,533,-22,658,494,-10,589,438,-34,521,374,-30
1714,1715,773,194,823,504,39,735,533,-24,658,494,-10,589,438,-34,522,374,-30
1715,1716,773,194,823,504,39,735,533,-26,658,494,-8,589,438,-33,524,375,-31
1716,1717,773,194,823,504,39,825,504,21,658,494,-8,589,438,-33,524,375,-33
1717,1718,773,194,823,504,39,825,502,19,658,493,-9,589,439,-32,524,375,-32
1718,1719,773,194,823,504,39,737,533,-27,658,494,-5,588,438,-31,527,377,-32
1719,1720,773,194,823,504,39,827,503,21,658,494,-4,588,438,-30,527,378,-34
1720,1721,773,194,823,504,39,739,534,-22,659,494,-2,589,438,-30,528,378,-35
1721,1722,773,194,823,504,39,740,534,-19,659,494,-2,589,439,-29,529,379,-35
1722,1723,773,194,823,504,39,741,535,-15,659,494,-1,589,439,-28,530,380,-35
1723,1724,773,194,823,504,39,742,535,-11,659,494,1,589,439,-28,531,381,-32
1724,1725,773,194,823,504,39,742,535,-8,658,494,1,589,438,-27,531,381,-34
1725,1726,773,194,823,504,39,743,536,2,660,495,3,589,439,-26,531,381,-32
1726,1727,773,194,834,499,53,743,536,8,661,495,3,589,439,-26,531,381,-32
1727,1728,773,194,834,499,55,743,536,13,662,494,2,588,439,-25,531,381,-31
1728,1729,773,194,835,498,61,744,536,19,663,494,4,588,439,-25,531,381,-30
1729,1730,773,194,835,498,61,837,507,-74,664,494,4,588,439,-25,531,381,-30
1730,1731,773,194,837,496,67,744,537,21,665,494,3,588,438,-24,531,380,-32
1731,1732,773,194,837,494,69,744,536,24,667,493,-1,588,439,-22,531,381,-29
1732,1733,773,194,837,492,70,744,536,24,668,493,-2,588,439,-22,531,381,-29
1733,1734,773,194,837,491,71,745,536,26,669,493,-4,589,438,-23,531,381,-29
1734,1735,773,194,838,488,75,746,535,28,670,493,-5,591,440,-21,531,380,-28
1735,1736,773,194,838,488,79,747,534,27,671,494,-6,591,439,-24,531,381,-26
1736,1737,773,194,838,488,82,748,533,27,671,493,-9,592,440,-25,531,381,-25
1737,1738,773,194,838,487,84,749,533,29,671,494,-6,594,441,-25,531,381,-25
1738,1739,773,194,838,487,84,838,487,87,672,494,-6,596,441,-26,531,381,-25
1739,1740,773,194,839,485,90,751,532,29,672,494,-6,596,441,-26,531,381,-25
1740,1741,773,194,839,485,90,838,484,91,672,494,-4,598,442,-28,531,381,-23
1741,1742,773,194,839,485,90,753,530,28,838,486,93,599,442,-26,531,381,-23
1742,1743,773,194,839,485,90,840,483,90,672,494,-4,599,442,-29,531,381,-23
1743,1744,773,194,839,485,90,839,483,93,672,494,-3,601,444,-28,530,380,-23
1744,1745,773,194,839,485,90,839,481,92,673,494,-3,602,443,-30,531,381,-20
1745,1746,773,194,839,485,90,839,481,93,673,494,-1,603,444,-29,531,381,-19
1746,1747,773,194,839,485,90,758,526,28,672,494,0,604,444,-31,531,381,-18
1747,1748,773,194,839,485,90,840,479,96,672,494,0,605,445,-31,531,381,-18
1748,1749,773,194,839,485,90,839,479,97,673,494,2,605,445,-30,531,381,-16
1749,1750,773,194,839,485,90,760,525,35,675,494,2,605,445,-30,532,381,-16
1750,1751,773,194,839,485,90,839,476,98,676,494,2,606,445,-30,533,382,-18
1751,1752,773,194,839,485,90,840,476,102,677,494,3,606,445,-30,533,382,-18
1752,1753,773,194,839,485,90,839,476,102,678,493,4,605,445,-29,535,383,-22
1753,1754,773,194,839,485,90,839,477,106,679,493,4,605,445,-29,536,383,-23
1754,1755,773,194,839,485,90,839,477,105,680,493,4,605,446,-28,537,383,-23
1755,1756,773,194,839,485,90,838,472,103,682,493,5,606,446,-28,538,384,-24
1756,1757,773,194,839,485,90,839,476,109,683,493,5,605,445,-27,539,385,-25
1757,1758,773,194,839,485,90,839,475,109,683,493,5,606,446,-26,540,385,-27
1758,1759,773,194,839,485,90,838,473,109,685,493,6,605,446,-25,541,386,-30
1759,1760,773,194,839,485,90,837,473,111,686,493,6,605,446,-25,542,386,-30
1760,1761,773,194,839,485,90,835,472,110,687,493,7,605,446,-25,542,386,-32
1761,1762,773,194,839,485,90,834,470,111,688,492,6,605,446,-25,544,388,-33
1762,1763,773,194,839,485,90,836,468,113,689,492,8,604,445,-24,545,388,-34
1763,1764,773,194,839,485,90,835,468,114,690,492,7,606,446,-22,546,389,-35
1764,1765,773,194,839,485,90,834,466,114,692,492,9,607,446,-22,546,389,-35
1765,1766,773,194,839,485,90,833,466,114,693,491,8,607,446,-25,545,389,-36
1766,1767,773,194,839,485,90,832,463,115,694,491,8,608,446,-24,546,389,-35
1767,1768,773,194,839,485,90,833,462,117,695,491,9,610,447,-23,546,390,-34
1768,1769,773,194,839,485,90,833,460,119,696,491,9,610,447,-24,546,390,-33
1769,1770,773,194,839,485,90,831,460,117,697,490,8,612,448,-25,546,390,-33
1770,1771,773,194,839,485,90,830,457,119,698,490,9,613,448,-25,546,389,-34
1771,1772,773,194,839,485,90,829,460,-96,698,490,10,614,449,-25,546,389,-35
1772,1773,773,194,839,485,90,830,461,-97,698,490,10,615,449,-25,546,389,-33
1773,1774,773,194,839,485,90,829,458,120,698,490,12,617,450,-25,546,389,-32
1774,1775,773,194,839,485,90,828,453,124,698,490,12,618,450,-26,546,389,-31
1775,1776,773,194,839,485,90,828,456,122,698,489,11,619,450,-26,547,390,-30
1776,1777,773,194,839,485,90,827,452,125,698,490,13,620,450,-26,546,390,-28
1777,1778,773,194,839,485,90,827,450,127,699,489,13,621,451,-26,546,390,-27
1778,1779,773,194,839,485,90,825,449,127,699,489,12,623,452,-26,548,391,-27
1779,1780,773,194,839,485,90,825,449,127,698,489,13,623,452,-25,549,391,-28
1780,1781,773,194,839,485,90,824,447,130,698,489,13,624,452,-26,549,391,-28
1781,1782,773,194,839,485,90,823,446,131,699,489,16,625,452,-26,551,393,-28
1782,1783,773,194,839,485,90,822,445,130,700,489,15,625,452,-26,552,393,-27
1783,1784,773,194,839,485,90,767,511,142,822,444,131,625,452,-26,552,394,-28
1784,1785,773,194,839,485,90,821,444,131,701,489,15,625,453,-25,553,394,-30
1785,1786,773,194,839,485,90,820,443,133,704,489,18,625,453,-25,554,395,-31
1786,1787,773,194,839,485,90,819,443,131,704,487,16,625,453,-25,556,395,-31
1787,1788,773,194,839,485,90,819,441,135,704,488,15,626,453,-23,556,395,-31
1788,1789,773,194,839,485,90,817,440,135,706,488,18,626,453,-22,557,397,-33
1789,1790,773,194,839,485,90,817,439,136,707,488,20,625,452,-24,558,397,-34
1790,1791,773,194,839,485,90,816,438,137,708,487,21,627,453,-22,559,398,-34
1791,1792,773,194,815,437,138,816,438,137,710,487,25,629,454,-18,560,399,-34
1792,1793,773,194,815,437,138,814,437,138,712,486,26,630,454,-18,560,399,-35
1793,1794,773,194,815,437,138,813,435,138,715,483,24,630,454,-15,562,400,-35
1794,1795,773,194,813,434,141,813,435,138,717,482,25,630,454,-15,563,401,-34
1795,1796,773,194,812,435,139,813,435,138,719,480,23,630,455,-13,564,402,-32
1796,1797,773,194,811,433,140,813,435,138,725,472,6,630,455,-14,565,402,-31
1797,1798,773,194,810,433,138,813,435,138,726,470,2,630,455,-14,565,402,-33
1798,1799,773,194,809,433,135,813,435,138,728,470,3,630,454,-12,565,402,-31
1799,1800,773,194,808,431,132,813,435,138,729,468,2,630,454,-13,565,402,-33
1800,1801,773,194,808,431,132,808,432,130,771,519,-90,632,455,-11,565,402,-31
1801,1802,773,194,806,430,127,808,432,130,731,467,2,633,455,-11,565,402,-31
1802,1803,773,194,806,430,127,808,432,130,806,429,124,634,455,-11,565,402,-30
1803,1804,773,194,804,428,121,808,432,130,768,519,-91,635,455,-11,565,403,-29
1804,1805,773,194,804,427,119,808,432,130,769,516,135,636,456,-10,565,403,-29
1805,1806,773,194,803,426,117,808,432,130,769,514,140,637,456,-10,565,403,-28
1806,1807,773,194,802,424,113,808,432,130,769,514,140,639,456,-10,565,403,-27
1807,1808,773,194,801,424,112,808,432,130,735,464,6,639,456,-10,565,403,-26
1808,1809,773,194,802,424,111,808,432,130,768,513,142,640,456,-10,566,403,-26
1809,1810,773,194,800,422,109,808,432,130,735,464,0,642,456,-11,565,403,-25
1810,1811,773,194,800,421,108,808,432,130,737,464,-3,643,456,-14,565,403,-24
1811,1812,773,194,799,419,105,764,514,151,738,463,-12,645,456,-15,564,402,-24
1812,1813,773,194,799,418,105,764,514,151,739,463,-14,646,457,-13,564,402,-24
1813,1814,773,194,799,417,105,764,514,151,739,463,-14,647,457,-15,566,403,-22
1814,1815,773,194,799,416,104,764,515,151,740,462,-16,648,457,-13,567,404,-23
1815,1816,773,194,798,414,101,764,516,150,740,462,-17,649,457,-14,568,404,-23
1816,1817,773,194,798,414,102,763,516,149,741,462,-17,650,457,-15,569,404,-22
1817,1818,773,194,798,413,100,761,517,143,741,462,-17,651,458,-13,571,405,-22
1818,1819,773,194,798,412,100,761,517,143,742,462,-17,652,458,-11,571,405,-23
1819,1820,773,194,798,410,100,761,517,143,742,462,-19,654,458,-11,573,406,-23
1820,1821,773,194,797,410,99,757,516,136,742,461,-17,655,458,-9,573,407,-23
1821,1822,773,194,796,407,98,757,516,136,742,461,-17,656,458,-9,575,407,-23
1822,1823,773,194,796,406,98,757,516,136,741,460,-21,658,459,-6,576,408,-24
1823,1824,773,194,796,405,98,757,516,136,741,460,-21,659,459,-7,578,409,-25
